movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
4032,"Everlasting Piece, An (2000)",Comedy,"Colm is a Catholic, and George is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they became business partners. After persuading a mad wig salesman known as the Scalper to sell them his leads, the two embark on a series of house calls, always in neighborhoods that are dangerous for one or the other partner. Then they find out they might lose their exclusive wig distributorship to competitors. Through a series of comic twists, the pair are given large orders for wigs by both sides of the Protestant and Catholic conflict. Should they compromise their principles in order to keep their business? Will it destroy their friendship? Could one of their wigs in the hands of the I.R.A. actually put one or both of them in jail, or even get them killed? —Miles Fowler",United States,English,Barry Levinson,2000,1 hour 43 minutes,Rated R for language,columbia tristar,dreamworks,scalper
4033,Thirteen Days (2000),Drama|Thriller|War,"In October 1962, President John F. Kennedy (Greenwood) learns about the Soviet Union's plan of placing nuclear weapons in Cuba. These weapons could wipe out most of the eastern and southern United States in minutes if they become operational. Kennedy and his advisors must come up with a plan of action against the Soviets.",United States,"English, Russian, Spanish, Romanian",Roger Donaldson,2000,2 hours 25 minutes,All,u.s. politician,international crisis,armed forces
4034,Traffic (2000),Crime|Drama|Thriller,"An intertwined drama about the United States' war on drugs, seen through the eyes of a once conservative judge, now newly-appointed drug czar, his heroin-addicted daughter, two DEA agents, a jailed drug kingpin's wife, and a Mexican cop who begins to question his boss's motives.",United States,"English, Spanish",Steven Soderbergh,2000,2 hours 27 minutes,18,mexico,judge,cocaine
4035,"Claim, The (2000)",Romance|Western,"A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scout the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter. —John Sacksteder <jsackste@bellsouth.net>",United Kingdom,English,Michael Winterbottom,2000,2 hours,18,family abandonment,buying a child,selling a baby
4036,Shadow of the Vampire (2000),Drama|Horror,"Shadow of the Vampire is a film about the making of a German all time classic silent horror-movie from 1922 called Nosferatu-Eine Symphonie des Grauens (Nosferatu-a Symphony of Horror). The production of Nosferatu had to deal with a lot of strange things (some crew members disappeared, some died). This movie focuses on the difficult relationship between Murnau, the director, and Schreck, the lead actor. —Anonymous",United Kingdom,"English, German, Luxembourgish",E. Elias Merhige,2000,1 hour 32 minutes,"Rated R for some sexuality, drug content, violence and language",female topless nudity,movie camera,wismar germany
4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,"A famous psychologist, Margaret Ford, decides to try to help one of her patients get out of a gambling debt. She visits the bar where Mike, to whom the debt is owed, runs poker games. He convinces her to help him in a game: her assignment is to look for ""tells"", or give-away body language. What seems easy to her becomes much more complex. —John J. Magee <magee@helix.mgh.harvard.edu>",United States,"English, Latin",David Mamet,1987,1 hour 42 minutes,R,surprise ending,autograph,dream
4039,Annie (1982),Children|Musical,"Based on the hit Broadway musical. Young orphan Annie has lived a hard knock life in an anything but happy orphanage run by the ruthless matriarch Miss Agatha Hannigan. She quietly escapes her orphanage and sets out to find her parents, who she believe will claim her as their own with a broken locket. Her path leads her to be placed in the care of eccentric billionaire Oliver Warbucks. After a few days, Warbucks realizes that Annie means more to him than life itself. But Miss Hannigan, along with crooks Rooster and Lily plots to do away with Annie and will stop at nothing to reclaim her. —Blazer346",United States,English,John Huston,1982,2 hours 6 minutes,12,orphanage,new york city,pantyhose
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy,"When a single mother goes away for the summer, the kids are at first delighted, but then they find out that Mom has hired the sitter from hell to stay with them. When the sitter dies of a sudden coronary they deposit the body at a mortuary, only to discover that all their summer-expense money was in her purse. The kids must find a way to survive the summer without mom or her money. This means actual work. —John Vogel <jlvogel@comcast.net>",United States,English,Stephen Herek,1991,1 hour 42 minutes,12,deception,fashion,year 1990
4041,"Officer and a Gentleman, An (1982)",Drama|Romance,"Zack Mayo is a young man who has signed up for Navy Aviation Officer Candidate School. He is a Navy brat who has a bad attitude problem. Gunnery Sergeant Emil Foley is there to train and evaluate him, and will clearly find Zack wanting. Zack meets Paula, a girl who has little beyond family, and must decide what it is he wants to do with his life. —John Vogel <jlvogel@comcast.net>",United States,"English, Filipino",Taylor Hackford,1982,2 hours 4 minutes,18,u.s. navy,naval aviation,officer training school
4042,"Alamo, The (1960)",Action|Drama|War|Western,"In 1836, General Santa Anna and the Mexican Army is sweeping across Texas. To be able to stop him, General Sam Houston needs time to get his main force into shape. To buy that time he orders Colonel William Travis to defend a small mission on the Mexicans' route at all costs. Travis' small troop is swelled by groups accompanying Jim Bowie and Davy Crockett, but as the situation becomes ever more desperate Travis makes it clear there will be no shame if they leave while they can. —Jeremy Perkins {J-26}",United States,"English, Spanish",John Wayne,1960,2 hours 42 minutes,Passed,battle,cannon,battle of the alamo
4043,At Close Range (1986),Crime|Drama,"Two brothers stuck in an impoverished household; their father, a notorious professional criminal, drifts in every now and then to leave them some money, but he never stays. The boys are intrigued by their father and his criminal lifestyle, his money, and his girlfriends, and want to get closer to him. Eventually, the father agrees to plan petty heists for the older brother's gang. The father's truly evil nature is revealed when he willingly sacrifices his sons to save his own life.",United States,English,James Foley,1986,1 hour 51 minutes,R,real life brothers playing brothers,criminal,pennsylvania
4046,Friendly Persuasion (1956),Drama,"The story of a family of Quakers in Indiana in 1862. Their religous sect is strongly opposed to violence and war. It's not easy for them to meet the rules of their religion in everyday life but when Southern troops pass the area they are in real trouble. Should they fight, despite their peaceful attitide? —Olaf Mertens <olafbahg@w210zrz.zrz.tu-berlin.de>",United States,English,William Wyler,1956,2 hours 17 minutes,Passed,american civil war,pacifist,based on novel
4047,Gettysburg (1993),Drama|War,The four and 1/4 hour depiction of the historical and personal events surrounding and including the decisive American civil war battle features thousands of civil war re-enactors marching over the exact ground that the federal army and the army of North Virginia fought on. The defense of the Little Round Top and Pickett's Charge are highlighted in the actual three day battle which is surrounded by the speeches of the commanding officers and the personal reflections of the fighting men. Based upon the novel 'The Killer Angels'. —Keith Loh <loh@sfu.ca>,United States,English,Ron Maxwell,1993,4 hours 31 minutes,15,civil war,shot to death,army uniform
